Date (2020),District(s),Origin,Cases,Cases,Type of transmission,Source(s)
May-30,"Alappuzha (2), Ernakulam (4), Idukki (4), Kasargod (3), Kannur (8), Kollam (4), Kottayam (1), Kozhikode (4), Palakkad (9), Thiruvananthapuram (2), Thrissur (10), Others - Air India cabin crew (7)",Overseas,12,1208,T,
May-30,"Alappuzha (2), Ernakulam (4), Idukki (4), Kasargod (3), Kannur (8), Kollam (4), Kottayam (1), Kozhikode (4), Palakkad (9), Thiruvananthapuram (2), Thrissur (10), Others - Air India cabin crew (7)",None,10,1208,PTP,
May-30,"Alappuzha (2), Ernakulam (4), Idukki (4), Kasargod (3), Kannur (8), Kollam (4), Kottayam (1), Kozhikode (4), Palakkad (9), Thiruvananthapuram (2), Thrissur (10), Others - Air India cabin crew (7)",Tamil Nadu,9,1208,T,
May-30,"Alappuzha (2), Ernakulam (4), Idukki (4), Kasargod (3), Kannur (8), Kollam (4), Kottayam (1), Kozhikode (4), Palakkad (9), Thiruvananthapuram (2), Thrissur (10), Others - Air India cabin crew (7)",Karnataka,1,1208,T,
May-30,"Alappuzha (2), Ernakulam (4), Idukki (4), Kasargod (3), Kannur (8), Kollam (4), Kottayam (1), Kozhikode (4), Palakkad (9), Thiruvananthapuram (2), Thrissur (10), Others - Air India cabin crew (7)",New Delhi,1,1208,T,
May-30,"Alappuzha (2), Ernakulam (4), Idukki (4), Kasargod (3), Kannur (8), Kollam (4), Kottayam (1), Kozhikode (4), Palakkad (9), Thiruvananthapuram (2), Thrissur (10), Others - Air India cabin crew (7)",Telangana,1,1208,T,
May-31,"Alappuzha (6), Ernakulam (1), Kasargod (10), Kannur (7), Kollam (6), Kozhikode (2), Malappuram (3), Palakkad (12), Pathanamthitta (4), Thiruvananthapuram (4), Thrissur (3), Wayanad (3)",Maharashtra,20,1269,T,
May-31,"Alappuzha (6), Ernakulam (1), Kasargod (10), Kannur (7), Kollam (6), Kozhikode (2), Malappuram (3), Palakkad (12), Pathanamthitta (4), Thiruvananthapuram (4), Thrissur (3), Wayanad (3)",Overseas,20,1269,T,
May-31,"Alappuzha (6), Ernakulam (1), Kasargod (10), Kannur (7), Kollam (6), Kozhikode (2), Malappuram (3), Palakkad (12), Pathanamthitta (4), Thiruvananthapuram (4), Thrissur (3), Wayanad (3)",Tamil Nadu,6,1269,T,
May-31,"Alappuzha (6), Ernakulam (1), Kasargod (10), Kannur (7), Kollam (6), Kozhikode (2), Malappuram (3), Palakkad (12), Pathanamthitta (4), Thiruvananthapuram (4), Thrissur (3), Wayanad (3)",New Delhi,5,1269,T,
May-31,"Alappuzha (6), Ernakulam (1), Kasargod (10), Kannur (7), Kollam (6), Kozhikode (2), Malappuram (3), Palakkad (12), Pathanamthitta (4), Thiruvananthapuram (4), Thrissur (3), Wayanad (3)",Karnataka,4,1269,T,
May-31,"Alappuzha (6), Ernakulam (1), Kasargod (10), Kannur (7), Kollam (6), Kozhikode (2), Malappuram (3), Palakkad (12), Pathanamthitta (4), Thiruvananthapuram (4), Thrissur (3), Wayanad (3)",None,4,1269,PTP,
May-31,"Alappuzha (6), Ernakulam (1), Kasargod (10), Kannur (7), Kollam (6), Kozhikode (2), Malappuram (3), Palakkad (12), Pathanamthitta (4), Thiruvananthapuram (4), Thrissur (3), Wayanad (3)",Gujarat,1,1269,T,
June-1,"Alappuzha (2), Ernakulam (3), Idukki (1), Kasargod (14), Kollam (5), Malappuram (14), Palakkad (2), Pathanamthitta (4), Thiruvananthapuram (3), Thrissur (9), Primary Contact (1), Air India Crew (1)",Overseas,27,1326,T,
June-1,"Alappuzha (2), Ernakulam (3), Idukki (1), Kasargod (14), Kollam (5), Malappuram (14), Palakkad (2), Pathanamthitta (4), Thiruvananthapuram (3), Thrissur (9), Primary Contact (1), Air India Crew (1)",Other states,28,1326,T,
June-1,"Alappuzha (2), Ernakulam (3), Idukki (1), Kasargod (14), Kollam (5), Malappuram (14), Palakkad (2), Pathanamthitta (4), Thiruvananthapuram (3), Thrissur (9), Primary Contact (1), Air India Crew (1)",None,2,1326,PTP,
June-2,"Alappuzha (10), Ernakulam (3), Kannur (5), Kasargod (9), Kollam (8), Kottayam (6), Kozhikode (5), Malappuram (15), Palakkad (5), Pathanamthitta (1), Thiruvananthapuram (7), Thrissur (6), Wayanad (6)",Overseas,46,1412,T,
June-2,"Alappuzha (10), Ernakulam (3), Kannur (5), Kasargod (9), Kollam (8), Kottayam (6), Kozhikode (5), Malappuram (15), Palakkad (5), Pathanamthitta (1), Thiruvananthapuram (7), Thrissur (6), Wayanad (6)",None,12,1412,PTP,
June-2,"Alappuzha (10), Ernakulam (3), Kannur (5), Kasargod (9), Kollam (8), Kottayam (6), Kozhikode (5), Malappuram (15), Palakkad (5), Pathanamthitta (1), Thiruvananthapuram (7), Thrissur (6), Wayanad (6)",Maharashtra,9,1412,T,
June-2,"Alappuzha (10), Ernakulam (3), Kannur (5), Kasargod (9), Kollam (8), Kottayam (6), Kozhikode (5), Malappuram (15), Palakkad (5), Pathanamthitta (1), Thiruvananthapuram (7), Thrissur (6), Wayanad (6)",Tamil Nadu,7,1412,T,
June-2,"Alappuzha (10), Ernakulam (3), Kannur (5), Kasargod (9), Kollam (8), Kottayam (6), Kozhikode (5), Malappuram (15), Palakkad (5), Pathanamthitta (1), Thiruvananthapuram (7), Thrissur (6), Wayanad (6)",Karnataka,5,1412,T,
June-2,"Alappuzha (10), Ernakulam (3), Kannur (5), Kasargod (9), Kollam (8), Kottayam (6), Kozhikode (5), Malappuram (15), Palakkad (5), Pathanamthitta (1), Thiruvananthapuram (7), Thrissur (6), Wayanad (6)",Delhi,3,1412,T,
June-3,"Alappuzha (7), Ernakulam (5), Idukki (9), Kannur (2), Kasargod (3), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (11), Palakkad (5), Pathanamthitta (2), Thiruvananthapuram (14), Thrissur (4)",Overseas,53,1494,T,
June-3,"Alappuzha (7), Ernakulam (5), Idukki (9), Kannur (2), Kasargod (3), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (11), Palakkad (5), Pathanamthitta (2), Thiruvananthapuram (14), Thrissur (4)",Other states,19,1494,T,
June-3,"Alappuzha (7), Ernakulam (5), Idukki (9), Kannur (2), Kasargod (3), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (11), Palakkad (5), Pathanamthitta (2), Thiruvananthapuram (14), Thrissur (4)",None,10,1494,PTP,
June-4,"Alappuzha (8), Ernakulam (2), Kannur (6), Kasargod (12), Kollam (11), Kottayam (5), Kozhikode (10), Malappuram (8), Palakkad (7), Pathanamthitta (14), Thiruvananthapuram (5), Thrissur (4), Wayanad (2)",Overseas,47,1588,T,
June-4,"Alappuzha (8), Ernakulam (2), Kannur (6), Kasargod (12), Kollam (11), Kottayam (5), Kozhikode (10), Malappuram (8), Palakkad (7), Pathanamthitta (14), Thiruvananthapuram (5), Thrissur (4), Wayanad (2)",Maharashtra,23,1588,T,
June-4,"Alappuzha (8), Ernakulam (2), Kannur (6), Kasargod (12), Kollam (11), Kottayam (5), Kozhikode (10), Malappuram (8), Palakkad (7), Pathanamthitta (14), Thiruvananthapuram (5), Thrissur (4), Wayanad (2)",None,7,1588,PTP,
June-4,"Alappuzha (8), Ernakulam (2), Kannur (6), Kasargod (12), Kollam (11), Kottayam (5), Kozhikode (10), Malappuram (8), Palakkad (7), Pathanamthitta (14), Thiruvananthapuram (5), Thrissur (4), Wayanad (2)",Tamil Nadu,8,1588,T,
June-4,"Alappuzha (8), Ernakulam (2), Kannur (6), Kasargod (12), Kollam (11), Kottayam (5), Kozhikode (10), Malappuram (8), Palakkad (7), Pathanamthitta (14), Thiruvananthapuram (5), Thrissur (4), Wayanad (2)",Delhi,3,1588,T,
June-4,"Alappuzha (8), Ernakulam (2), Kannur (6), Kasargod (12), Kollam (11), Kottayam (5), Kozhikode (10), Malappuram (8), Palakkad (7), Pathanamthitta (14), Thiruvananthapuram (5), Thrissur (4), Wayanad (2)",Gujarat,2,1588,T,
June-4,"Alappuzha (8), Ernakulam (2), Kannur (6), Kasargod (12), Kollam (11), Kottayam (5), Kozhikode (10), Malappuram (8), Palakkad (7), Pathanamthitta (14), Thiruvananthapuram (5), Thrissur (4), Wayanad (2)",Rajasthan,1,1588,T,
June-5,"Alappuzha (5), Ernakulam (10), Idukki (3), Kasargod (1), Kollam (2), Kottayam (1), Kozhikode (4), Malappuram (18), Palakkad (40), Pathanamthitta (11), Thiruvananthapuram (5), Thrissur (8), Wayanad (3)",Overseas,50,1699,T,[126]
June-5,"Alappuzha (5), Ernakulam (10), Idukki (3), Kasargod (1), Kollam (2), Kottayam (1), Kozhikode (4), Malappuram (18), Palakkad (40), Pathanamthitta (11), Thiruvananthapuram (5), Thrissur (8), Wayanad (3)",Other states,48,1699,T,[126]
June-5,"Alappuzha (5), Ernakulam (10), Idukki (3), Kasargod (1), Kollam (2), Kottayam (1), Kozhikode (4), Malappuram (18), Palakkad (40), Pathanamthitta (11), Thiruvananthapuram (5), Thrissur (8), Wayanad (3)",None,10,1699,PTP,[126]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",UAE,28,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Maharashtra,15,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Kuwait,14,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Tajikistan,13,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",None,10,1807,PTP,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Delhi,8,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Tamil Nadu,5,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Gujarat,4,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Saudi Arabia,4,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Nigeria,3,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Andhra Pradesh,1,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Ireland,1,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Madhya Pradesh,1,1807,T,[127]
June-6,"Alappuzha (4), Ernakulam (3), Idukki (3), Kannur (12), Kasargod (10), Kollam (19), Kottayam (2), Kozhikode (4), Malappuram (12), Palakkad (11), Pathanamthitta (9), Thiruvananthapuram (3), Thrissur (16)",Oman,1,1807,T,[127]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",UAE,39,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Kuwait,21,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Maharashtra,15,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",None,8,1914,PTP,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Tamil Nadu,7,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Delhi,4,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Saudi Arabia,4,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Russia,2,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Tajikistan,2,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Italy,1,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Gujarat,1,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Oman,1,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Qatar,1,1914,T,[128]
June-7,"Alappuzha (7), Idukki (1), Kannur (1), Kasargod (3), Kollam (9), Kottayam (3), Kozhikode (6), Malappuram (27), Palakkad (6), Pathanamthitta (13), Thiruvananthapuram (4), Thrissur (26)",Telangana,1,1914,T,[128]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",UAE,42,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Kuwait,15,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Maharashtra,6,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Tamil Nadu,6,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Oman,5,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Russia,4,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Nigeria,3,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",None,3,2005,PTP,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Delhi,2,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Saudi Arabia,2,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Karnataka,1,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Italy,1,2005,T,[129]
June-8,"Alappuzha (5), Ernakulam (3), Kannur (4), Kasargod (8), Kollam (5), Kottayam (3), Kozhikode (13), Malappuram (14), Palakkad (1), Pathanamthitta (3), Thiruvananthapuram (3), Thrissur (27), Wayanad (2)",Jordan,1,2005,T,[129]
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",UAE,30,2096,T,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",Maharashtra,14,2096,T,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",Kuwait,10,2096,T,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",None,10,2096,PTP,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",Delhi,5,2096,T,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",Tamil Nadu,5,2096,T,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",Nigeria,4,2096,T,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",Tajikistan,4,2096,T,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",Russia,3,2096,T,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",Karnataka,2,2096,T,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",Saudi Arabia,2,2096,T,
June-9,"Alappuzha (11), Ernakulam (4), Kannur (5), Kasargod (2), Kollam (5), Kottayam (8), Kozhikode (7), Malappuram (6), Palakkad (14), Pathanamthitta (7), Thiruvananthapuram (10), Thrissur (6), Wayanad (6)",Andhra Pradesh,1,2096,T,
June-10,"Alappuzha (1), Ernakulam (4), Idukki (4), Kannur (4), Kollam (4), Kottayam (3), Kozhikode (10), Malappuram (7), Palakkad (6), Pathanamthitta (3), Thiruvananthapuram (6), Thrissur (9), Wayanad (4)",UAE,22,2161,T,[130]
June-10,"Alappuzha (1), Ernakulam (4), Idukki (4), Kannur (4), Kollam (4), Kottayam (3), Kozhikode (10), Malappuram (7), Palakkad (6), Pathanamthitta (3), Thiruvananthapuram (6), Thrissur (9), Wayanad (4)",Maharashtra,9,2161,T,[130]
June-10,"Alappuzha (1), Ernakulam (4), Idukki (4), Kannur (4), Kollam (4), Kottayam (3), Kozhikode (10), Malappuram (7), Palakkad (6), Pathanamthitta (3), Thiruvananthapuram (6), Thrissur (9), Wayanad (4)",Tamil Nadu,9,2161,T,[130]
June-10,"Alappuzha (1), Ernakulam (4), Idukki (4), Kannur (4), Kollam (4), Kottayam (3), Kozhikode (10), Malappuram (7), Palakkad (6), Pathanamthitta (3), Thiruvananthapuram (6), Thrissur (9), Wayanad (4)",None,5,2161,PTP,[130]
June-10,"Alappuzha (1), Ernakulam (4), Idukki (4), Kannur (4), Kollam (4), Kottayam (3), Kozhikode (10), Malappuram (7), Palakkad (6), Pathanamthitta (3), Thiruvananthapuram (6), Thrissur (9), Wayanad (4)",Kuwait,4,2161,T,[130]
June-10,"Alappuzha (1), Ernakulam (4), Idukki (4), Kannur (4), Kollam (4), Kottayam (3), Kozhikode (10), Malappuram (7), Palakkad (6), Pathanamthitta (3), Thiruvananthapuram (6), Thrissur (9), Wayanad (4)",Delhi,3,2161,T,[130]
June-10,"Alappuzha (1), Ernakulam (4), Idukki (4), Kannur (4), Kollam (4), Kottayam (3), Kozhikode (10), Malappuram (7), Palakkad (6), Pathanamthitta (3), Thiruvananthapuram (6), Thrissur (9), Wayanad (4)",Oman,3,2161,T,[130]
June-10,"Alappuzha (1), Ernakulam (4), Idukki (4), Kannur (4), Kollam (4), Kottayam (3), Kozhikode (10), Malappuram (7), Palakkad (6), Pathanamthitta (3), Thiruvananthapuram (6), Thrissur (9), Wayanad (4)",Nigeria,2,2161,T,[130]
June-10,"Alappuzha (1), Ernakulam (4), Idukki (4), Kannur (4), Kollam (4), Kottayam (3), Kozhikode (10), Malappuram (7), Palakkad (6), Pathanamthitta (3), Thiruvananthapuram (6), Thrissur (9), Wayanad (4)",Russia,2,2161,T,[130]
June-10,"Alappuzha (1), Ernakulam (4), Idukki (4), Kannur (4), Kollam (4), Kottayam (3), Kozhikode (10), Malappuram (7), Palakkad (6), Pathanamthitta (3), Thiruvananthapuram (6), Thrissur (9), Wayanad (4)",Arunachal Pradesh,1,2161,T,[130]
